corridor,bhk,carpet_area,bathrooms,floor,gym,parking,security,lift,clubhouse,swimming_pool,garden,price_lakhs
dehu_solapur,4,1562,4,25,0,0,1,1,0,0,0,181.79
kolhapur_nashik,2,1081,2,23,0,0,1,0,0,0,0,140.34
dehu_solapur,3,1741,3,3,1,1,0,0,0,1,1,179.85
kolhapur_nashik,2,1684,2,29,0,1,0,1,1,0,0,194.68
kolhapur_nashik,4,1036,5,19,0,1,1,0,0,1,1,156.19
kolhapur_nashik,4,794,5,1,0,1,1,1,0,0,1,127.85
kolhapur_nashik,2,556,2,10,1,1,0,0,0,1,1,86.35
kolhapur_nashik,1,1502,1,8,1,0,1,1,0,0,0,159.05
kolhapur_nashik,2,728,3,14,1,0,1,0,0,1,0,106.8
kolhapur_nashik,4,1042,4,14,0,0,1,0,1,1,0,158.03
kolhapur_nashik,4,1384,4,27,0,0,0,0,0,0,1,197.15
dehu_solapur,4,502,4,10,1,0,1,0,1,0,1,101.06
dehu_solapur,3,844,4,20,1,1,1,0,1,0,0,123.88
dehu_solapur,3,1581,3,30,0,0,1,1,0,0,0,174.39
kolhapur_nashik,4,1729,4,2,1,1,1,0,1,0,1,227.78
kolhapur_nashik,2,1109,2,1,0,0,0,1,0,0,1,129.79
dehu_solapur,4,2313,5,14,0,1,0,1,0,1,1,234.68
dehu_solapur,2,905,2,23,1,1,0,0,1,0,1,110.89
dehu_solapur,1,2321,2,5,1,1,1,1,1,0,0,210.04
dehu_solapur,1,1136,2,5,1,0,1,1,0,0,0,121.47
kolhapur_nashik,2,2136,3,21,1,1,0,1,0,0,0,237.04
kolhapur_nashik,1,2468,1,8,1,0,0,0,1,0,0,250.15
kolhapur_nashik,4,1636,4,1,0,1,1,0,1,0,1,214.47
dehu_solapur,1,1162,2,21,0,1,0,1,1,1,0,122.39
kolhapur_nashik,1,1423,2,13,0,0,1,1,0,0,0,157.43
dehu_solapur,3,1120,3,30,0,0,0,0,1,0,1,135.92
kolhapur_nashik,1,2210,2,7,0,1,1,1,0,0,1,235.98
kolhapur_nashik,1,451,1,23,1,1,0,0,0,0,1,72.68
dehu_solapur,1,928,2,28,0,0,0,1,0,0,1,95.03
kolhapur_nashik,2,1699,2,18,1,0,0,1,0,0,1,198.96
dehu_solapur,3,2183,4,1,0,0,1,0,1,0,1,218.42
kolhapur_nashik,3,2209,3,26,1,0,1,0,1,0,1,269.46
dehu_solapur,4,672,4,29,0,0,0,1,0,0,1,106.15
dehu_solapur,1,1766,2,2,0,0,1,0,1,0,0,159.32
dehu_solapur,3,1480,4,16,0,1,0,1,1,0,0,158.1
dehu_solapur,1,1417,1,12,1,0,0,0,1,0,0,132.69
dehu_solapur,2,984,2,6,0,0,1,1,1,0,0,108.04
kolhapur_nashik,2,1449,3,13,1,1,1,1,0,1,0,179.89
dehu_solapur,4,1953,4,5,1,1,1,0,1,0,0,204.45
kolhapur_nashik,4,1626,4,7,0,1,0,1,1,0,0,216.48
kolhapur_nashik,1,676,1,7,0,0,1,1,0,0,1,79.54
dehu_solapur,3,1121,3,30,0,0,1,0,1,1,0,143.12
dehu_solapur,3,2101,3,25,0,0,0,1,0,0,1,207.07
dehu_solapur,2,2339,3,17,0,1,1,1,1,1,0,222.39
dehu_solapur,4,2446,5,28,0,0,1,0,1,1,1,244.68
dehu_solapur,4,1240,4,10,0,0,0,0,0,1,1,146.31
dehu_solapur,3,797,4,1,0,1,0,0,0,1,0,97.85
dehu_solapur,2,1695,3,11,0,0,0,0,1,0,0,158.47
kolhapur_nashik,3,1003,3,24,0,1,1,1,0,0,0,138.61
dehu_solapur,3,446,4,15,0,0,1,0,0,0,1,70.99
dehu_solapur,3,1195,3,30,0,0,0,0,1,1,1,139.79
dehu_solapur,2,1618,2,1,0,0,1,1,0,0,1,153.97
dehu_solapur,4,458,4,5,0,0,1,0,0,0,0,76.1
kolhapur_nashik,4,1873,4,7,0,0,1,1,1,0,1,235.34
dehu_solapur,3,817,4,9,1,0,1,1,0,0,0,121.28
kolhapur_nashik,4,933,4,3,1,1,1,1,1,0,1,149.42
kolhapur_nashik,4,1024,5,18,1,0,1,1,1,0,1,162.75
dehu_solapur,3,2120,3,9,1,0,1,1,0,0,0,203.29
dehu_solapur,4,969,4,28,1,1,0,0,1,0,1,138.59
kolhapur_nashik,3,1463,3,23,0,0,1,1,0,1,0,182.93
kolhapur_nashik,1,1591,2,21,0,0,0,1,1,0,0,178.41
dehu_solapur,1,1571,1,21,1,0,0,0,0,0,1,145.1
dehu_solapur,3,1708,3,14,0,0,1,1,0,1,1,173.47
dehu_solapur,1,1867,2,28,1,1,0,0,1,1,0,183.26
kolhapur_nashik,4,750,4,7,0,1,0,0,0,1,1,124.05
kolhapur_nashik,4,2278,4,27,1,0,1,1,0,0,0,279.13
kolhapur_nashik,2,1001,3,26,1,1,0,0,0,1,1,141.17
dehu_solapur,4,554,4,28,0,0,1,0,0,1,0,95.26
kolhapur_nashik,4,752,4,30,1,1,1,0,1,1,1,140.72
dehu_solapur,2,894,3,4,0,0,0,1,0,1,0,108.71
kolhapur_nashik,1,1710,1,13,0,0,0,1,0,1,0,178.27
kolhapur_nashik,4,930,4,15,1,1,0,1,0,1,0,143.36
kolhapur_nashik,4,1780,5,6,1,1,0,0,0,0,1,232.76
dehu_solapur,1,2005,2,30,1,1,0,0,1,0,1,186.66
dehu_solapur,1,2251,1,3,1,0,0,0,0,0,1,203.36
dehu_solapur,3,1695,3,2,1,1,0,0,0,0,1,182.63
dehu_solapur,2,2275,3,21,1,1,0,1,1,0,0,216.5
dehu_solapur,3,1488,4,24,0,1,1,1,0,1,1,160.82
kolhapur_nashik,1,1806,1,15,1,0,0,0,0,1,1,189.15
kolhapur_nashik,4,424,5,12,0,1,1,1,0,0,0,105.01
dehu_solapur,2,1671,2,16,1,1,0,1,0,0,1,167.11
kolhapur_nashik,4,2413,4,3,1,0,0,0,1,0,0,273.87
dehu_solapur,2,1564,3,29,1,0,0,0,0,0,0,161.08
dehu_solapur,3,1474,3,1,0,1,1,0,0,1,0,152.35
kolhapur_nashik,2,1623,3,3,0,1,0,1,0,0,1,183.78
dehu_solapur,2,2052,3,5,1,0,0,1,0,1,0,193.13
kolhapur_nashik,2,722,2,3,0,1,1,0,0,1,0,101.58
kolhapur_nashik,1,2231,1,19,1,0,0,1,0,0,1,222.35
dehu_solapur,1,1940,1,24,0,0,0,1,1,1,0,186.03
dehu_solapur,2,2140,3,13,1,0,0,0,1,1,0,206.83
dehu_solapur,2,1389,3,1,1,0,0,0,1,1,1,144.81
dehu_solapur,3,2285,4,12,0,1,1,0,1,1,1,235.35
kolhapur_nashik,2,1323,3,22,0,1,1,0,0,1,0,163.77
kolhapur_nashik,4,1452,4,10,1,1,1,1,0,1,0,193.67
dehu_solapur,3,1189,3,4,0,0,1,1,0,1,1,134.22
dehu_solapur,1,1286,2,13,0,1,0,1,1,0,1,126.12
dehu_solapur,1,1752,2,28,1,0,0,0,0,1,1,167.06
dehu_solapur,3,1230,4,7,0,1,1,0,0,0,1,141.69
dehu_solapur,4,1372,5,17,1,0,1,0,1,1,0,156.58
kolhapur_nashik,4,2193,4,21,1,1,1,1,1,0,0,274.18
kolhapur_nashik,1,2419,2,28,0,0,0,0,1,1,1,252.74
kolhapur_nashik,2,1811,2,6,1,1,1,1,1,1,1,214.26
dehu_solapur,2,416,2,28,1,1,1,0,0,1,0,72.75
dehu_solapur,1,1815,2,28,0,1,1,0,1,1,1,188.0
dehu_solapur,3,1335,4,29,0,1,1,1,0,0,1,158.43
dehu_solapur,3,1658,4,5,0,0,0,1,0,0,1,170.98
kolhapur_nashik,4,1044,4,24,1,0,0,0,0,0,0,150.67
dehu_solapur,1,2288,1,22,0,0,0,1,0,1,0,212.44
kolhapur_nashik,1,518,1,21,1,1,0,0,0,0,1,69.29
kolhapur_nashik,1,965,1,15,0,1,1,1,1,0,0,125.66
kolhapur_nashik,2,1215,3,18,1,0,0,0,1,0,0,151.41
dehu_solapur,3,1342,4,6,0,0,0,0,1,1,0,153.94
kolhapur_nashik,2,1605,2,27,0,0,1,0,1,1,1,192.86
kolhapur_nashik,3,2105,3,9,0,0,1,0,1,1,0,239.79
kolhapur_nashik,3,1281,4,23,0,1,1,1,0,1,1,180.47
dehu_solapur,1,1129,2,24,0,1,0,1,0,1,1,115.28
dehu_solapur,2,656,3,7,1,0,0,1,1,1,1,90.54
dehu_solapur,1,484,2,21,1,1,1,1,0,1,0,63.06
dehu_solapur,2,628,3,4,1,1,1,0,0,0,1,79.13
kolhapur_nashik,4,1320,4,15,1,1,0,0,0,0,1,178.74
kolhapur_nashik,2,1604,2,3,0,1,0,1,0,0,1,174.61
kolhapur_nashik,3,1433,4,24,1,1,1,1,1,0,1,190.21
kolhapur_nashik,1,1412,1,18,1,0,0,0,1,0,0,149.69
dehu_solapur,3,505,3,29,1,1,0,0,0,0,0,84.57
dehu_solapur,4,2429,5,8,1,1,0,0,0,1,1,251.14
kolhapur_nashik,1,643,1,12,0,1,0,0,1,1,0,88.2
kolhapur_nashik,3,915,4,5,0,1,0,0,1,0,0,123.35
kolhapur_nashik,4,922,5,29,0,0,0,1,1,0,0,145.58
kolhapur_nashik,2,1648,3,9,1,0,0,1,1,1,1,193.22
kolhapur_nashik,3,1663,4,13,1,1,1,1,0,0,0,205.85
dehu_solapur,4,2090,4,2,0,0,0,0,0,1,0,211.56
dehu_solapur,2,2461,2,6,0,0,0,0,1,1,1,230.1
kolhapur_nashik,3,659,4,20,1,0,0,0,0,1,0,114.92
dehu_solapur,4,1516,4,24,1,0,0,0,0,0,1,177.57
dehu_solapur,4,1980,4,5,0,0,0,1,0,1,1,209.85
kolhapur_nashik,2,1287,3,8,1,0,0,1,1,1,0,150.8
kolhapur_nashik,2,1571,2,27,0,1,1,0,0,1,0,187.17
dehu_solapur,3,2239,4,8,0,0,0,1,1,1,1,230.57
dehu_solapur,2,2020,3,24,1,1,0,0,0,0,0,193.13
dehu_solapur,4,1999,5,3,1,0,0,1,1,1,1,218.29
kolhapur_nashik,2,1608,2,14,1,1,1,0,0,1,1,196.15
dehu_solapur,1,1297,1,11,0,1,0,1,0,0,0,130.29
dehu_solapur,4,2412,4,16,0,1,0,1,0,0,1,239.76
dehu_solapur,4,806,4,13,0,1,1,1,0,1,1,125.51
kolhapur_nashik,4,1513,5,21,1,0,1,0,1,1,0,213.02
kolhapur_nashik,4,1731,5,23,0,1,0,1,0,0,0,219.86
dehu_solapur,2,2246,3,29,0,1,0,0,1,1,0,216.24
kolhapur_nashik,3,835,4,20,1,0,1,0,0,0,0,127.96
dehu_solapur,2,1894,3,21,1,1,0,1,0,1,1,191.98
dehu_solapur,4,1387,4,12,0,0,1,0,1,1,0,167.1
dehu_solapur,2,1276,3,20,0,0,0,1,0,1,1,134.49
kolhapur_nashik,1,838,2,8,0,0,0,0,0,0,0,96.66
dehu_solapur,4,719,5,12,1,1,0,0,0,1,0,111.75
kolhapur_nashik,3,1135,3,1,0,0,0,0,0,1,1,141.51
kolhapur_nashik,2,948,2,1,0,1,1,1,1,0,1,127.37
dehu_solapur,4,1169,4,10,0,0,0,0,0,1,1,146.24
kolhapur_nashik,1,1543,1,14,0,0,1,0,0,1,1,171.53
kolhapur_nashik,1,1991,2,24,1,0,1,1,0,1,1,222.43
kolhapur_nashik,3,1444,4,1,0,1,0,0,1,1,0,177.47
kolhapur_nashik,1,1661,2,18,1,0,0,0,1,0,1,179.18
dehu_solapur,3,1192,4,12,1,1,0,0,1,0,1,131.23
kolhapur_nashik,4,442,5,9,1,0,0,1,1,0,0,103.09
dehu_solapur,1,2393,2,5,0,0,1,0,0,0,1,203.39
kolhapur_nashik,2,985,3,10,1,0,0,0,0,0,1,133.18
dehu_solapur,2,559,3,6,1,1,0,0,1,1,0,80.53
dehu_solapur,1,1590,1,10,0,0,0,1,0,0,1,146.35
kolhapur_nashik,2,2118,2,3,1,0,1,0,1,0,0,221.28
kolhapur_nashik,3,851,3,19,0,1,1,1,1,1,1,141.75
kolhapur_nashik,4,866,4,4,0,0,1,1,0,1,0,127.63
kolhapur_nashik,2,2162,2,3,1,1,0,0,0,1,1,229.93
dehu_solapur,4,1009,5,20,0,1,0,0,1,0,1,136.76
dehu_solapur,4,2421,4,3,0,1,0,0,1,1,0,250.11
dehu_solapur,1,1711,2,4,0,0,0,0,1,1,0,150.7
kolhapur_nashik,2,2017,2,29,0,1,0,1,1,0,0,221.54
kolhapur_nashik,4,1164,5,23,1,1,1,0,0,1,0,177.62
dehu_solapur,3,2037,4,24,0,1,0,1,0,0,1,211.09
dehu_solapur,1,1442,1,11,1,1,1,1,0,0,0,145.29
kolhapur_nashik,4,1634,4,26,0,0,0,1,0,1,1,219.92
kolhapur_nashik,3,1157,4,20,1,0,1,1,0,1,1,162.5
dehu_solapur,4,1931,5,23,1,1,1,1,1,0,1,219.11
dehu_solapur,2,873,3,2,1,1,1,0,1,0,0,95.85
dehu_solapur,2,2097,2,4,1,0,0,1,0,0,0,194.51
kolhapur_nashik,4,1287,5,18,0,0,0,1,0,0,0,175.97
dehu_solapur,1,1482,2,15,0,1,0,1,0,1,0,143.94
kolhapur_nashik,3,1129,3,13,0,1,1,1,1,1,0,158.61
dehu_solapur,2,1510,2,12,1,0,1,0,1,1,0,155.39
kolhapur_nashik,1,2072,1,24,0,0,0,1,0,0,0,213.6
dehu_solapur,2,793,2,8,0,0,0,1,1,1,0,99.42
kolhapur_nashik,2,1876,3,30,1,0,1,1,0,1,0,214.47
dehu_solapur,4,1982,5,9,0,0,1,0,1,1,0,201.25
kolhapur_nashik,3,852,3,13,1,1,1,0,1,0,1,120.51
dehu_solapur,2,805,2,10,1,1,1,0,1,0,0,98.73
dehu_solapur,4,2123,4,17,1,0,1,0,1,1,1,230.04
dehu_solapur,3,595,3,20,0,1,1,0,0,1,0,98.58
dehu_solapur,4,1175,5,20,1,1,0,1,1,1,1,156.39
dehu_solapur,2,2037,2,2,0,0,0,0,0,1,1,185.8
kolhapur_nashik,2,1358,3,11,0,0,0,1,1,0,0,166.97
dehu_solapur,1,627,2,10,0,1,1,1,1,1,0,79.53
dehu_solapur,1,843,2,3,0,1,0,0,0,0,1,84.45
kolhapur_nashik,2,471,3,9,0,1,1,0,0,0,0,79.8
kolhapur_nashik,3,1295,4,12,1,0,0,1,1,1,0,171.94
dehu_solapur,1,761,1,30,0,1,1,1,0,0,0,90.1
kolhapur_nashik,2,1406,3,21,0,1,0,0,1,0,0,170.42
kolhapur_nashik,4,2426,4,12,1,0,0,0,0,1,1,284.97
dehu_solapur,1,1724,1,8,0,1,1,1,0,1,0,158.6
kolhapur_nashik,1,1392,1,29,1,0,1,1,1,1,0,163.99
kolhapur_nashik,4,1886,4,5,1,1,1,0,1,1,0,231.89
kolhapur_nashik,3,2021,4,1,1,0,1,0,1,0,0,228.73
dehu_solapur,3,1655,4,5,0,0,0,0,0,1,0,165.7
dehu_solapur,1,1541,2,14,0,1,0,0,0,0,1,153.41
dehu_solapur,4,1211,4,21,0,1,0,0,0,0,1,153.96
kolhapur_nashik,3,2041,3,4,1,0,0,0,0,1,0,230.45
dehu_solapur,4,2223,4,22,1,1,0,1,0,1,0,235.61
dehu_solapur,2,1244,3,22,0,1,0,1,0,0,0,130.59
dehu_solapur,3,432,3,4,0,0,0,1,0,0,1,73.87
kolhapur_nashik,2,2430,2,16,1,0,1,0,0,0,0,261.32
kolhapur_nashik,4,1635,5,12,0,1,1,1,1,1,0,222.29
kolhapur_nashik,4,751,4,29,0,1,1,0,0,0,0,130.67
dehu_solapur,2,1260,2,20,1,1,0,1,0,0,1,133.58
dehu_solapur,3,2370,4,10,1,0,1,0,1,0,1,234.31
kolhapur_nashik,1,974,1,17,0,0,0,0,0,0,0,111.24
dehu_solapur,1,1822,1,22,1,0,1,1,1,0,0,168.98
kolhapur_nashik,2,1573,2,12,0,0,0,0,0,0,0,175.33
kolhapur_nashik,1,1131,2,9,1,0,0,0,0,0,0,118.6
kolhapur_nashik,1,422,1,29,0,0,0,1,0,0,1,58.47
kolhapur_nashik,3,1505,3,7,0,0,1,1,1,0,0,184.71
kolhapur_nashik,2,1450,2,7,0,0,0,1,1,0,0,168.08
dehu_solapur,2,2163,3,24,0,1,1,1,0,1,0,216.12
kolhapur_nashik,2,481,3,25,1,1,0,0,1,1,1,87.14
dehu_solapur,4,2478,4,13,1,1,1,0,1,1,0,265.67
kolhapur_nashik,1,2235,1,2,1,0,0,1,0,0,0,215.13
dehu_solapur,3,1614,3,16,1,0,0,1,0,0,0,166.1
dehu_solapur,2,1731,3,29,0,0,1,0,0,1,0,168.22
kolhapur_nashik,1,2003,2,16,0,1,0,0,0,1,0,209.56
dehu_solapur,4,1913,5,12,0,0,0,1,0,0,0,197.32
dehu_solapur,2,2054,2,9,0,0,0,1,0,0,0,193.0
kolhapur_nashik,3,510,4,15,0,1,0,0,0,1,1,103.16
dehu_solapur,3,963,3,19,0,0,1,0,0,0,1,115.17
dehu_solapur,4,1522,4,1,1,0,1,0,1,1,1,179.3
dehu_solapur,3,958,4,10,0,1,1,0,1,0,0,123.42
dehu_solapur,2,1355,2,1,1,1,0,1,0,0,1,145.37
dehu_solapur,4,1775,5,3,0,0,1,0,1,1,0,198.7
kolhapur_nashik,2,1840,2,7,1,1,0,0,1,1,0,201.76
dehu_solapur,1,1019,2,25,0,0,1,1,0,0,1,102.36
kolhapur_nashik,1,2112,2,28,1,1,0,1,0,0,0,231.8
dehu_solapur,3,1459,3,8,0,1,0,1,0,1,1,155.12
kolhapur_nashik,1,2442,1,12,1,1,1,0,0,1,0,254.53
dehu_solapur,4,2320,5,19,1,0,1,0,0,0,1,241.06
dehu_solapur,3,593,3,1,1,0,0,0,1,1,0,90.2
dehu_solapur,1,991,1,22,0,1,0,1,1,0,1,101.75
kolhapur_nashik,1,735,1,7,0,1,1,1,0,0,1,87.21
dehu_solapur,4,893,4,23,0,0,1,0,0,0,1,122.94
kolhapur_nashik,1,1989,2,21,0,1,0,0,1,0,0,212.43
kolhapur_nashik,2,628,2,22,1,0,0,0,0,1,1,87.68
dehu_solapur,2,489,3,2,0,0,1,0,0,0,0,64.95
kolhapur_nashik,2,1618,3,4,0,0,1,0,1,0,1,178.68
kolhapur_nashik,4,2187,5,1,0,1,1,0,1,1,0,264.13
dehu_solapur,3,1723,4,14,1,0,0,0,0,1,1,174.93
kolhapur_nashik,4,1297,5,10,1,1,1,0,0,1,1,182.44
dehu_solapur,3,1894,4,21,0,0,0,1,0,1,1,191.72
kolhapur_nashik,1,2305,2,24,0,0,1,1,1,0,1,251.45
kolhapur_nashik,2,2325,3,19,1,1,0,1,0,1,1,255.13
dehu_solapur,1,772,2,10,1,1,0,1,1,0,1,87.85
dehu_solapur,4,1173,4,26,1,1,1,0,1,0,0,149.41
dehu_solapur,3,2236,4,12,1,0,0,0,0,0,1,218.31
dehu_solapur,2,512,2,11,0,0,1,0,0,1,0,69.68
dehu_solapur,1,1751,2,22,0,1,0,0,1,0,1,164.07
kolhapur_nashik,2,1929,3,5,1,0,0,0,0,1,0,207.18
dehu_solapur,3,2371,3,17,0,0,0,1,1,0,1,233.16
dehu_solapur,4,1465,4,22,0,0,1,1,1,1,0,181.45
dehu_solapur,4,2216,4,18,1,0,0,1,0,1,1,231.3
kolhapur_nashik,1,575,2,7,0,0,1,1,1,0,1,79.76
kolhapur_nashik,3,1510,4,29,1,0,1,0,0,0,1,188.13
kolhapur_nashik,4,916,4,14,1,0,0,0,1,0,1,145.12
kolhapur_nashik,3,890,4,13,1,0,0,1,1,1,1,153.21
kolhapur_nashik,2,550,2,3,0,1,0,0,0,1,1,90.24
dehu_solapur,2,940,2,6,1,1,1,0,0,0,0,106.85
dehu_solapur,1,2188,1,26,0,1,1,1,1,0,1,202.06
dehu_solapur,2,1671,2,17,0,0,1,1,1,1,0,166.25
kolhapur_nashik,3,525,3,5,0,1,0,0,0,0,1,87.07
kolhapur_nashik,3,2427,3,25,0,0,1,1,1,0,0,277.89
kolhapur_nashik,4,2474,5,18,0,0,1,1,0,0,1,286.66
dehu_solapur,3,1160,3,17,0,0,1,1,0,1,1,137.37
dehu_solapur,2,2391,3,15,1,0,0,1,0,0,1,221.92
kolhapur_nashik,4,2498,4,11,1,1,1,1,1,0,1,297.1
kolhapur_nashik,4,626,4,24,1,1,0,1,0,1,0,119.58
dehu_solapur,3,2078,3,10,0,1,1,1,1,1,0,210.37
kolhapur_nashik,1,2130,2,15,0,0,1,0,1,1,0,217.83
dehu_solapur,2,590,3,9,0,1,1,1,1,1,0,89.35
dehu_solapur,1,2069,2,22,0,1,0,0,1,0,0,176.97
kolhapur_nashik,3,1391,3,24,1,1,1,1,1,1,0,183.69
dehu_solapur,3,1351,3,26,1,1,1,1,1,1,1,170.39
kolhapur_nashik,3,1210,4,12,0,0,0,0,1,0,0,161.38
kolhapur_nashik,2,2470,2,7,0,1,0,0,1,1,1,258.25
dehu_solapur,2,2095,3,11,0,0,1,0,0,1,0,197.57
dehu_solapur,4,2127,5,8,1,0,1,1,1,0,0,227.91
kolhapur_nashik,3,1487,4,26,1,1,1,0,1,1,0,187.29
kolhapur_nashik,1,2271,1,5,0,0,1,0,1,0,0,227.92
dehu_solapur,2,560,3,18,1,1,1,1,0,1,0,84.51
dehu_solapur,2,1001,3,20,0,1,1,0,0,1,0,116.91
kolhapur_nashik,2,2445,2,11,1,1,0,1,0,1,0,259.84
kolhapur_nashik,2,2335,2,14,1,1,1,1,1,0,0,260.27
kolhapur_nashik,1,599,2,21,1,1,1,1,0,0,0,93.67
kolhapur_nashik,1,1764,1,8,1,1,1,1,0,0,0,191.98
kolhapur_nashik,4,2394,4,25,0,0,1,1,1,0,1,295.36
dehu_solapur,3,1127,4,29,0,0,1,0,1,0,1,129.58
kolhapur_nashik,1,1250,1,7,1,1,0,0,1,0,0,142.69
dehu_solapur,4,2483,4,27,1,1,1,0,0,0,1,264.87
dehu_solapur,1,1386,2,18,0,0,1,0,1,0,0,134.26
kolhapur_nashik,2,1013,3,29,0,0,0,1,0,0,1,138.54
dehu_solapur,4,2457,5,15,0,1,0,1,0,0,1,250.52
dehu_solapur,3,1855,3,16,0,0,0,1,1,1,0,191.47
dehu_solapur,4,474,5,17,0,0,0,0,1,0,0,94.43
kolhapur_nashik,2,896,3,8,1,1,0,1,1,0,0,119.5
dehu_solapur,4,912,4,12,1,0,0,1,0,1,0,121.51
dehu_solapur,2,1466,2,25,0,1,0,0,1,1,1,153.46
dehu_solapur,2,2409,2,14,1,1,1,0,1,1,1,230.42
kolhapur_nashik,1,1675,1,1,0,1,1,0,1,1,1,181.81
kolhapur_nashik,2,2009,2,15,1,1,1,1,0,1,0,230.41
dehu_solapur,1,2145,1,25,1,1,0,1,0,1,0,196.43
dehu_solapur,1,517,1,15,1,1,0,0,0,0,1,62.97
kolhapur_nashik,2,2014,2,17,1,1,1,0,1,1,1,234.28
dehu_solapur,1,1549,2,29,0,0,1,0,0,0,1,146.27
dehu_solapur,4,1065,5,28,1,0,1,1,1,0,1,150.2
kolhapur_nashik,4,785,5,8,1,0,0,0,1,0,1,132.38
dehu_solapur,3,1195,4,8,0,1,0,0,1,0,0,131.39
dehu_solapur,4,1333,5,1,1,1,0,0,0,1,1,163.8
kolhapur_nashik,2,1017,3,24,0,1,1,0,0,0,0,132.4
kolhapur_nashik,1,1304,2,29,1,0,1,0,1,1,0,149.0
dehu_solapur,3,2262,3,14,1,1,1,0,1,1,1,228.38
kolhapur_nashik,3,1175,3,22,1,1,1,1,1,0,1,174.94
dehu_solapur,2,763,2,24,0,0,1,0,0,1,1,96.01
kolhapur_nashik,4,2466,5,22,1,1,1,0,0,1,1,293.43
dehu_solapur,1,1642,1,15,0,1,1,0,0,1,0,154.24
dehu_solapur,4,1177,5,7,0,0,1,0,1,0,1,145.87
dehu_solapur,4,1411,4,9,1,1,0,0,0,0,0,154.97
dehu_solapur,2,1102,2,26,0,0,1,1,0,1,1,118.6
dehu_solapur,2,1720,3,12,0,0,1,0,0,1,1,170.94
kolhapur_nashik,3,2156,3,18,1,0,0,1,1,0,1,256.36
kolhapur_nashik,3,1426,4,28,0,1,0,0,1,0,0,177.69
dehu_solapur,3,1696,4,3,0,0,0,1,1,0,1,170.81
kolhapur_nashik,4,2036,4,15,1,1,1,1,1,0,0,250.15
dehu_solapur,1,1727,2,26,0,0,0,0,1,0,1,164.43
kolhapur_nashik,2,2200,3,29,0,0,1,1,1,1,1,252.34
dehu_solapur,2,616,2,13,0,1,1,1,1,1,1,89.94
kolhapur_nashik,4,1143,4,17,0,0,0,1,1,0,1,175.51
dehu_solapur,3,521,3,18,1,1,1,0,0,0,0,83.76
kolhapur_nashik,1,990,1,7,1,1,1,1,0,1,0,122.56
kolhapur_nashik,1,687,2,9,1,0,1,0,0,0,0,78.08
kolhapur_nashik,2,649,3,7,0,1,1,1,1,1,0,113.95
kolhapur_nashik,2,2005,2,23,0,0,1,0,0,0,1,216.59
dehu_solapur,4,2303,5,8,0,1,0,0,1,0,1,236.54
dehu_solapur,2,1661,3,30,1,0,1,0,0,0,0,170.57
dehu_solapur,2,1807,3,25,1,1,1,1,1,0,0,186.82
dehu_solapur,1,1945,2,5,0,0,1,0,1,1,1,179.9
dehu_solapur,1,564,1,20,1,1,1,0,1,0,1,67.9
kolhapur_nashik,1,802,2,25,0,0,0,1,0,1,1,102.74
dehu_solapur,1,1946,2,22,0,0,1,1,0,0,0,184.12
kolhapur_nashik,4,2194,5,20,1,1,1,1,1,0,1,278.06
dehu_solapur,1,581,1,14,0,1,0,0,0,0,1,73.16
dehu_solapur,1,419,1,16,0,0,1,1,1,1,0,56.85
kolhapur_nashik,4,2050,4,30,1,0,1,1,0,1,1,260.47
dehu_solapur,4,2490,4,24,0,0,1,1,0,0,1,261.37
kolhapur_nashik,3,1011,4,25,0,0,0,1,1,1,0,143.59
kolhapur_nashik,1,660,1,5,0,1,1,0,1,0,1,76.34
kolhapur_nashik,2,1601,3,8,1,0,1,0,1,1,1,185.05
dehu_solapur,4,944,4,14,1,1,0,1,0,1,1,128.17
kolhapur_nashik,4,1497,4,14,0,1,1,1,1,1,1,209.34
dehu_solapur,4,814,4,2,1,0,1,0,1,0,0,110.35
dehu_solapur,2,2214,3,14,1,1,1,0,1,1,0,214.24
kolhapur_nashik,3,781,3,15,0,0,1,1,0,0,0,116.56
dehu_solapur,3,2362,4,7,0,0,1,1,1,0,1,233.8
dehu_solapur,4,1372,5,8,0,0,1,1,0,1,0,157.92
kolhapur_nashik,4,1825,5,17,1,1,1,1,1,1,0,238.9
dehu_solapur,2,1526,2,18,0,0,0,0,1,0,0,141.58
dehu_solapur,4,937,4,24,1,1,1,0,0,1,1,129.71
kolhapur_nashik,3,1500,4,22,0,0,1,0,0,1,0,187.58
kolhapur_nashik,1,1806,1,25,0,1,0,0,1,1,1,200.99
kolhapur_nashik,3,1585,3,4,0,0,1,0,0,0,1,189.4
dehu_solapur,3,2329,3,21,0,0,1,1,1,0,1,230.46
dehu_solapur,2,1726,3,26,0,1,0,0,0,0,1,178.55
kolhapur_nashik,1,890,1,5,1,0,1,0,0,0,0,93.44
kolhapur_nashik,1,2064,2,11,0,1,1,0,1,1,1,217.17
dehu_solapur,1,1573,1,19,1,1,1,0,0,0,0,149.2
kolhapur_nashik,1,596,1,16,0,0,1,0,1,1,0,91.06
dehu_solapur,4,1581,5,14,1,1,0,1,0,0,0,182.25
dehu_solapur,2,1961,3,17,0,0,1,1,0,0,0,182.75
kolhapur_nashik,1,1627,2,1,1,1,1,1,0,1,0,183.42
kolhapur_nashik,1,1416,1,18,1,0,1,0,0,1,1,153.51
kolhapur_nashik,2,1233,3,13,0,0,1,0,1,1,1,160.27
